username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
emilie1702,,,,2015,10.0,14.0,3.0,0.0,0.0,0.0,5.0,9.0,[],
CarlosGMF,,,Guatemala City-Guatemala,2009,220.0,116.0,6.0,1.0,2.0,18.0,54.0,42.0,[],GT
sseitz94,woman,18-24,Xuzhou-China,2017,205.0,34.0,5.0,0.0,0.0,2.0,18.0,18.0,[],CN
maritzao199,,,London-United Kingdom,2015,7.0,14.0,4.0,0.0,2.0,2.0,7.0,4.0,[],GB
DoctorJohnsonNorway,man,35-49,Oslo-Norway,2008,150.0,102.0,6.0,3.0,15.0,19.0,14.0,51.0,[],NO
Ice-star79,woman,35-49,Adelaide-Australia,2007,136.0,43.0,4.0,0.0,0.0,1.0,8.0,34.0,[],AU
408iulians,,,Bucharest-Romania,2012,65.0,50.0,5.0,2.0,0.0,3.0,8.0,37.0,[],RO
nik93s,,,Brno-Czech Republic,2019,2.0,8.0,3.0,0.0,0.0,3.0,4.0,1.0,[],CZ
METALLICA25,,,Bronx-New York,2014,15.0,98.0,6.0,4.0,2.0,4.0,65.0,24.0,[],US
rons320,Man,,New York City-New York,2013,961.0,325.0,6.0,90.0,59.0,170.0,498.0,523.0,['Family Vacationer'],US
martinedupont1504,,,Antwerp-Belgium,2020,4.0,10.0,3.0,0.0,0.0,0.0,3.0,7.0,[],BE
199bength,,,,2012,531.0,2.0,5.0,,,,,,[],
OggieDee,woman,50-64,Great Dunmow-United Kingdom,2008,174.0,153.0,6.0,0.0,0.0,8.0,72.0,75.0,"['Like a Local', 'History Buff', 'Thrill Seeker', 'Peace and Quiet Seeker']",GB
BlrTravR,Man,,Bengaluru-India,2010,193.0,764.0,6.0,0.0,3.0,61.0,573.0,127.0,[],IN
ioannisntanos,man,35-49,Manchester-United Kingdom,2010,72.0,164.0,6.0,2.0,4.0,21.0,50.0,88.0,[],GB
975lillie,woman,25-34,Norway,2017,25.0,128.0,6.0,7.0,10.0,23.0,22.0,66.0,[],NO
Jerseygirl133,,,Freehold-New Jersey,2013,19.0,32.0,4.0,1.0,0.0,0.0,16.0,15.0,[],US
dichaviajera,woman,25-34,Cornella de Llobregat-Spain,2015,202.0,45.0,5.0,1.0,4.0,4.0,21.0,19.0,[],ES
shonrand,,,Shenzhen-China,2009,431.0,48.0,5.0,0.0,1.0,12.0,18.0,17.0,[],CN
LoveTravel748945,,,,2018,10.0,12.0,3.0,0.0,0.0,0.0,2.0,10.0,[],
LoveTravel748945,,,,2018,10.0,12.0,3.0,0.0,0.0,0.0,2.0,10.0,[],
N7424UGmariap,,,,2017,10.0,19.0,3.0,0.0,2.0,2.0,0.0,15.0,[],
Cruiser190884,,,Kimberly-Alabama,2010,9.0,2.0,1.0,,,,,,[],US
ivok370,,,,2015,4.0,10.0,3.0,2.0,0.0,1.0,1.0,6.0,[],
256melinag,,,,2018,6.0,10.0,3.0,0.0,0.0,0.0,1.0,10.0,[],
Sohailisd15,,,Karachi-Pakistan,2017,3.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,[],PK
markdtp,man,35-49,Outwell-United Kingdom,2011,56.0,22.0,4.0,2.0,2.0,3.0,5.0,10.0,[],GB
foodtraveller22,,,,2019,,2.0,1.0,,,,,,[],
JudiM669,man,,Trafalgar-Australia,2012,310.0,356.0,6.0,1.0,0.0,5.0,22.0,333.0,[],AU
JDA60,,,Virginia Beach-Virginia,2015,107.0,615.0,6.0,4.0,19.0,192.0,264.0,152.0,[],US
ellenw947,,,,2015,29.0,50.0,5.0,1.0,1.0,1.0,7.0,42.0,[],
napodanoantonio79,,,Salerno-Italy,2012,102.0,194.0,6.0,1.0,0.0,3.0,7.0,193.0,[],IT
SandyM053,woman,50-64,Johannesburg-South Africa,2009,72.0,264.0,6.0,4.0,2.0,12.0,62.0,191.0,[],ZA
johnmF4900IY,,,Romeo-Michigan,2019,,2.0,1.0,,,,,,[],US
limassolcyprus2018,,,Limassol City-Cyprus,2018,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,[],CY
owlbeonholiday,woman,25-34,Worcester-United Kingdom,2010,243.0,381.0,6.0,1.0,12.0,40.0,147.0,183.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",GB
russypooh,man,35-49,Long Beach-California,2009,308.0,283.0,6.0,4.0,41.0,213.0,511.0,527.0,[],US
Asaf88,Man,,Rishon Lezion-Israel,2011,36.0,137.0,6.0,0.0,3.0,19.0,82.0,40.0,"['Foodie', 'Thrill Seeker', 'Nightlife Seeker', 'Nature Lover']",IL
Hammadi99,,,,2020,3.0,16.0,3.0,1.0,0.0,2.0,8.0,9.0,[],
wb250591,,,Crete-Greece,2017,7.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,[],GR
letsgomama,woman,50-64,Summit-New Jersey,2009,69.0,80.0,5.0,1.0,1.0,9.0,35.0,35.0,[],US
PotterUbik,,35-49,Berlin-Germany,2009,388.0,211.0,6.0,3.0,10.0,37.0,90.0,72.0,[],DE
cara6223,,,,2017,5.0,14.0,3.0,1.0,0.0,0.0,1.0,12.0,[],
YBTHCOM,,,,2020,,,,,,,,,[],
nadiaolson,woman,50-64,Montenegro,2007,429.0,106.0,6.0,0.0,1.0,2.0,3.0,102.0,[],ME
kitcat84,,,London-United Kingdom,2012,14.0,6.0,2.0,1.0,0.0,2.0,0.0,3.0,[],GB
fouadc157,man,50-64,Beirut-Lebanon,2017,19.0,51.0,5.0,2.0,1.0,3.0,10.0,36.0,[],LB
ryanakra,,,Alaska,2020,,2.0,1.0,,,,,,[],US
beattyna,,,Charlotte-North Carolina,2020,3.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0,[],US
Joanie7475,,,Basingstoke-United Kingdom,2008,63.0,12.0,3.0,0.0,0.0,3.0,2.0,7.0,[],GB
Camper169280,,,,2009,12.0,20.0,3.0,0.0,1.0,0.0,0.0,19.0,[],
nicksX3820HY,Man,,Nicosia-Cyprus,2018,12.0,26.0,4.0,0.0,0.0,0.0,4.0,22.0,[],CY
E4061GLangelas,,,Cambridge-United Kingdom,2015,7.0,10.0,3.0,0.0,0.0,1.0,5.0,4.0,[],GB
MichelleFre,,,Gold Coast-Australia,2012,10.0,19.0,4.0,0.0,1.0,1.0,3.0,15.0,[],AU
masinorfolk,,,norfolk,2007,14.0,38.0,4.0,0.0,0.0,1.0,20.0,17.0,[],GB
robynoncape,,,Centerville-Massachusetts,2013,2.0,8.0,3.0,0.0,0.0,0.0,2.0,8.0,[],US
roba318,,,Nottingham-United Kingdom,2014,7.0,10.0,3.0,1.0,0.0,0.0,1.0,8.0,[],GB
Fromala,Man,,Anchorage-Alaska,2014,6.0,14.0,3.0,1.0,1.0,6.0,5.0,3.0,[],US
MiaMilo689,Woman,,Brunei Darussalam,2015,11.0,43.0,5.0,0.0,0.0,0.0,0.0,49.0,[],BN
ricsid2020,,,Budapest-Hungary,2020,3.0,7.0,3.0,0.0,0.0,1.0,2.0,4.0,[],HU
Iqraaakhtar,,,Aurora-Illinois,2019,2.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,[],US
W1786EMchrisb,man,25-34,Kidderminster-United Kingdom,2014,66.0,239.0,6.0,0.0,0.0,5.0,40.0,194.0,[],GB
acbchan543,,,,2017,7.0,14.0,3.0,0.0,1.0,2.0,4.0,10.0,[],
kmadunovic,man,35-49,Zagreb-Croatia,2015,20.0,30.0,4.0,2.0,2.0,3.0,7.0,16.0,[],HR
MAOZ_TSUR,,,,2019,64.0,66.0,5.0,0.0,1.0,8.0,32.0,27.0,[],
Travelfromessex,man,35-49,Romford-United Kingdom,2009,242.0,585.0,6.0,0.0,4.0,78.0,399.0,104.0,[],GB
Assafn100,,,,2019,12.0,57.0,5.0,4.0,5.0,8.0,27.0,16.0,[],
291_stav,,,,2016,7.0,13.0,3.0,0.0,0.0,0.0,6.0,8.0,[],
AlkhatibIman1,,,,2013,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,[],
Vacation37115,man,50-64,Amsterdam-The Netherlands,2004,13.0,46.0,4.0,0.0,1.0,5.0,10.0,30.0,[],NL
odilematt,,,Providence-Rhode Island,2015,23.0,66.0,5.0,3.0,3.0,9.0,11.0,40.0,[],US
T_Pigula,,,Chiang Mai-Thailand,2019,11.0,21.0,4.0,0.0,2.0,2.0,5.0,12.0,[],TH
moshe233,,,Zichron Yaakov-Israel,2016,3.0,11.0,3.0,0.0,0.0,2.0,3.0,6.0,[],IL
Subrata0168,man,50-64,Navi Mumbai-India,2015,97.0,374.0,6.0,16.0,7.0,58.0,142.0,169.0,[],IN
ARobertson619,,,Inverness-United Kingdom,2016,19.0,31.0,4.0,5.0,3.0,3.0,5.0,16.0,[],GB
16Bonnie,woman,50-64,Parker-Colorado,2014,296.0,119.0,6.0,0.0,1.0,10.0,53.0,57.0,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Beach Goer']",US
aclayr,,,Arizona,2013,79.0,159.0,6.0,0.0,0.0,18.0,59.0,87.0,[],US
DaveKapolei_Hawaii,,50-64,Kapolei-Hawaii,2009,334.0,80.0,6.0,2.0,0.0,0.0,10.0,69.0,[],US
worldtraveleraviator,,,San Jose-California,2016,21.0,35.0,4.0,1.0,1.0,4.0,9.0,21.0,[],US
55andrys,,,,2018,13.0,92.0,6.0,0.0,1.0,12.0,11.0,74.0,"['Art and Architecture Lover', 'Foodie', 'Nature Lover', 'Eco-tourist']",
Dunn45,man,50-64,Draper-Utah,2009,276.0,527.0,6.0,3.0,5.0,47.0,191.0,281.0,[],US
110svenk,Man,,Rijswijk-The Netherlands,2012,92.0,21.0,4.0,2.0,0.0,3.0,5.0,11.0,[],NL
michaelbQ272RO,man,50-64,Bronx-New York,2015,24.0,82.0,6.0,4.0,5.0,20.0,20.0,35.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",US
Fell-O_TravellerUK,man,25-34,Garden of England,2010,117.0,133.0,6.0,1.0,2.0,8.0,37.0,86.0,[],GB
stevetJ7720HA,,,,2018,75.0,260.0,6.0,3.0,1.0,14.0,83.0,161.0,[],
Vieltraveller,,35-49,Switzerland,2015,104.0,346.0,6.0,3.0,20.0,62.0,170.0,91.0,[],CH
Mrmotomike,man,35-49,San Francisco-California,2012,266.0,76.0,6.0,2.0,4.0,12.0,33.0,25.0,[],US
jdc8mbc,Woman,,California,2008,577.0,552.0,6.0,5.0,6.0,62.0,232.0,255.0,[],US
yunezj1,,,Miami Beach-Florida,2016,105.0,50.0,5.0,0.0,0.0,4.0,11.0,36.0,[],US
tonyking8652,man,,Essen-Germany,2009,497.0,290.0,6.0,7.0,22.0,72.0,154.0,37.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', '60+ Traveler']",DE
219federicas,Woman,,Cambridge-United Kingdom,2012,34.0,14.0,3.0,0.0,0.0,3.0,3.0,9.0,[],GB
422michall,,,Prague-Czech Republic,2014,53.0,94.0,6.0,0.0,1.0,15.0,51.0,27.0,[],CZ
lorrainetSeattle,Woman,,Edison-Washington,2009,242.0,86.0,5.0,1.0,6.0,4.0,26.0,49.0,"['Nature Lover', 'Eco-tourist', 'Backpacker']",US
dianatT422TU,,,Fort Lauderdale-Florida,2012,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],US
digitalnomad805,,,Goleta-California,2010,32.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,[],US
emilyhQ2138TY,,,,2018,81.0,54.0,5.0,0.0,0.0,10.0,16.0,32.0,[],
MuraliS516,man,35-49,Antwerp-Belgium,2012,123.0,140.0,6.0,3.0,6.0,17.0,59.0,57.0,[],BE
Travel-Lightbeam,Woman,,Fife-Scotland,2009,74.0,157.0,6.0,2.0,14.0,34.0,75.0,32.0,[],GB
kirstenbreguet,,,Bristol-United Kingdom,2019,16.0,52.0,5.0,1.0,0.0,2.0,0.0,49.0,[],GB
mandop563,,,,2016,4.0,14.0,3.0,0.0,0.0,1.0,5.0,8.0,[],
LightupYourWorld,woman,50-64,Larkhall-United Kingdom,2012,50.0,61.0,5.0,0.0,1.0,3.0,16.0,42.0,[],GB
KennethSeet1975,,,Singapore-Singapore,2017,25.0,73.0,6.0,0.0,1.0,7.0,21.0,54.0,[],SG
440ievam,,,,2014,16.0,27.0,4.0,2.0,5.0,7.0,6.0,7.0,[],
cguevara,man,35-49,Zakynthos-Greece,2007,31.0,73.0,5.0,2.0,5.0,13.0,32.0,21.0,[],GR
wschwiner,,,Albuquerque-New Mexico,2008,460.0,28.0,4.0,1.0,1.0,3.0,8.0,26.0,[],US
99skidevil,,,Temecula-United States,2015,153.0,55.0,5.0,0.0,1.0,5.0,15.0,38.0,[],US
darylosw,,,Singapore-Singapore,2019,14.0,36.0,4.0,0.0,2.0,8.0,4.0,26.0,[],SG
C1682YVkaterinak,,,Athens-Greece,2019,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],GR
Killer927,,,Puebla-Mexico,2012,2.0,2.0,1.0,,,,,,[],MX
Nasgan,,,Stockholm-Sweden,2013,107.0,18.0,4.0,1.0,1.0,4.0,8.0,5.0,[],SE
Loratimes,,,,2011,18.0,22.0,3.0,0.0,2.0,5.0,2.0,13.0,[],
964pera,man,35-49,Cardiff,2014,15.0,45.0,4.0,0.0,0.0,6.0,10.0,29.0,[],GB
184naseemg,Woman,,Stockholm-Sweden,2016,16.0,33.0,4.0,9.0,0.0,9.0,9.0,7.0,[],SE
gettinlm,man,25-34,Saint Louis-Missouri,2011,16.0,24.0,4.0,0.0,0.0,1.0,7.0,17.0,[],US
ajanae,,,Grand Prairie-Texas,2013,24.0,24.0,4.0,0.0,0.0,4.0,2.0,18.0,[],US
413rebeccak,,,,2014,2.0,13.0,3.0,0.0,0.0,0.0,0.0,13.0,[],
SoCalOregonian,man,50-64,Murrieta-California,2010,693.0,34.0,6.0,15.0,73.0,966.0,1.0,599.0,"['Like a Local', 'History Buff', 'Nature Lover', '60+ Traveler']",US
mel7155,man,35-49,Singapore-Singapore,2009,223.0,540.0,6.0,27.0,53.0,125.0,134.0,205.0,"['Foodie', 'History Buff', 'Nature Lover']",SG
stiflerakoss,,,Athens-Greece,2012,17.0,9.0,2.0,0.0,1.0,0.0,2.0,6.0,[],GR
Lucas1981b,,,Brussels-Belgium,2018,3.0,6.0,2.0,1.0,3.0,0.0,2.0,0.0,[],BE
Ankush_2001,man,25-34,National Capital Territory of Delhi-India,2012,38.0,171.0,6.0,5.0,8.0,28.0,38.0,111.0,[],IN
DonCesar,man,35-49,Nuremberg-Germany,2008,714.0,442.0,6.0,8.0,35.0,210.0,428.0,766.0,[],DE
EnglishWomanAbroad1,,,South Wales-United Kingdom,2016,75.0,132.0,6.0,6.0,4.0,9.0,13.0,102.0,[],GB
samuray500,,,Aveiro-Portugal,2016,6.0,7.0,2.0,1.0,1.0,3.0,0.0,2.0,[],PT
Dr_Sameerz,,,Dammam,2013,23.0,35.0,4.0,0.0,0.0,10.0,13.0,12.0,[],SA
yxhagi,,,Ladysmith-Canada,2018,8.0,17.0,3.0,4.0,2.0,1.0,4.0,6.0,[],CA
Zaara_D,,,Lewis Center-Ohio,2006,32.0,75.0,6.0,2.0,6.0,15.0,14.0,38.0,[],US
801eserb,,,Istanbul-Turkey,2016,5.0,8.0,2.0,0.0,0.0,0.0,2.0,6.0,[],TR
JE285,,,San Antonio-Texas,2012,305.0,348.0,6.0,6.0,12.0,55.0,144.0,139.0,[],MX
Susan97301,woman,35-49,Salem-Oregon,2008,16.0,18.0,3.0,1.0,0.0,3.0,9.0,7.0,[],US
GWRRA,,,,2019,800.0,2.0,1.0,,,,,,[],
AFSHIN_AB,man,25-34,Iran,2018,39.0,13.0,3.0,1.0,0.0,2.0,3.0,10.0,[],IR
LipVenom,,,London-United Kingdom,2010,37.0,41.0,5.0,0.0,2.0,6.0,6.0,27.0,[],GB
AhmedBB,man,25-34,Dubai-United Arab Emirates,2012,78.0,38.0,5.0,3.0,2.0,2.0,10.0,21.0,[],AE
mousey75,woman,35-49,Siloam Springs-Arkansas,2010,39.0,164.0,6.0,5.0,2.0,21.0,59.0,80.0,[],US
shcizmo,woman,25-34,Singapore-Singapore,2013,55.0,150.0,6.0,0.0,1.0,10.0,77.0,63.0,[],SG
patrF9820XR,,,,2018,5.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,[],
Jaguaren,,,,2016,13.0,29.0,4.0,0.0,0.0,3.0,8.0,18.0,[],
around_go,,,Dublin-Ireland,2019,2.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,[],IE
soulap938,,,,2019,,2.0,,,,,,,[],
M9232LQ_,Man,,Vastra Frolunda-Sweden,2016,3.0,8.0,3.0,0.0,0.0,0.0,1.0,7.0,[],SE
joaolagept,,,,2019,4.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,[],
324MichaelL324,,,Northbrook-Illinois,2012,271.0,277.0,6.0,5.0,7.0,16.0,126.0,124.0,[],US
MaclayB,,,Missoula-Montana,2012,10.0,19.0,3.0,0.0,3.0,2.0,2.0,12.0,[],US
294pata,Man,,Queen Creek-Arizona,2012,491.0,283.0,6.0,2.0,3.0,16.0,123.0,143.0,[],US
AnaTamayo728,,,,2019,,,,,,,,,[],
42DanielaK,,,Welland-Canada,2012,756.0,21.0,5.0,0.0,0.0,0.0,4.0,17.0,[],CA
WandaH735,,,Iron Mountain-Michigan-United States,2013,64.0,109.0,6.0,1.0,0.0,6.0,51.0,55.0,[],US
farahenh,,,,2012,2.0,2.0,,,,,,,[],
w1lsonO,,,,2019,,2.0,,,,,,,[],
amaryllisturman,Woman,,Greenville-South Carolina,2010,58.0,2.0,1.0,,,,,,[],US
Angel-holmes,,,Perth-Australia,2013,24.0,63.0,5.0,2.0,1.0,5.0,14.0,41.0,[],AU
athinoulap,woman,50-64,Limassol City-Cyprus,2013,91.0,84.0,6.0,1.0,0.0,3.0,1.0,84.0,[],CY
robinlynn1023,Woman,,Texas,2015,29.0,56.0,5.0,1.0,2.0,4.0,3.0,48.0,[],US
jcgtune,,,Alexandria-Louisiana,2008,514.0,178.0,6.0,2.0,1.0,9.0,30.0,137.0,[],US
stefaniaistratet,,,,2017,7.0,22.0,3.0,0.0,0.0,1.0,1.0,20.0,[],
204roberti,man,,New York City-New York,2012,97.0,350.0,6.0,0.0,13.0,86.0,188.0,63.0,"['Foodie', '60+ Traveler']",US
johnellett,,,Austin-Texas,2011,14.0,20.0,4.0,0.0,0.0,0.0,5.0,16.0,[],US
300johnc300,,,Walton-On-Thames-United Kingdom,2012,10.0,17.0,4.0,0.0,1.0,0.0,7.0,9.0,[],GB
Trof23,man,25-34,Bucharest-Romania,2010,28.0,9.0,2.0,0.0,0.0,0.0,2.0,7.0,[],RO
PamelaL2434,,,Orlando-Florida,2016,5.0,8.0,3.0,0.0,0.0,0.0,1.0,9.0,[],US
F477ZIstevend,man,,Sun City Center-Florida,2008,362.0,896.0,6.0,12.0,34.0,236.0,429.0,193.0,[],US
newtraveller90123,,,Perth-Australia,2019,4.0,13.0,3.0,1.0,0.0,1.0,3.0,12.0,[],AU
Cytraveler26,man,50-64,Des Moines-Iowa,2008,199.0,347.0,6.0,0.0,1.0,36.0,196.0,116.0,[],US
tomytobi,man,,ajijic,2012,143.0,74.0,5.0,0.0,4.0,8.0,19.0,45.0,[],MX
cmayfield510,,,Kolding-Denmark,2013,69.0,152.0,6.0,1.0,4.0,29.0,86.0,34.0,[],DK
Baj7,,,Sundre-Canada,2013,33.0,76.0,5.0,0.0,1.0,3.0,22.0,54.0,[],CA
466kyliew,,,Sydney-Australia,2016,15.0,35.0,4.0,0.0,0.0,6.0,19.0,10.0,[],AU
AssfC,,,Tel Aviv-Israel,2017,9.0,62.0,5.0,1.0,4.0,7.0,21.0,29.0,[],IL
Ref4219,man,,Morris-Connecticut,2012,92.0,229.0,6.0,1.0,2.0,19.0,107.0,108.0,"['Thrill Seeker', '60+ Traveler', 'Family Vacationer']",US
617ebbyj,,,London-United Kingdom,2009,6.0,12.0,3.0,0.0,0.0,0.0,5.0,7.0,[],GB
CesarFClemente,man,35-49,Lisbon-Portugal,2015,192.0,173.0,6.0,0.0,0.0,6.0,113.0,59.0,[],PT
iyyar,,,Tel Aviv-Israel,2013,40.0,122.0,6.0,6.0,6.0,7.0,21.0,82.0,[],IL
TravelingMom78,,,Padola-Italy,2014,10.0,24.0,4.0,1.0,2.0,2.0,6.0,16.0,[],IT
TravelisaPleasure,man,35-49,Puerto Rico,2017,40.0,90.0,6.0,0.0,2.0,2.0,42.0,50.0,[],US
anarverissimo,,,Leicester-United Kingdom,2014,6.0,5.0,3.0,0.0,0.0,0.0,2.0,8.0,[],GB
navukaur1,,,Birmingham-United Kingdom,2018,19.0,22.0,4.0,1.0,0.0,0.0,3.0,19.0,[],GB
Jarbanza,,,Utrecht-The Netherlands,2018,4.0,10.0,3.0,1.0,1.0,1.0,4.0,4.0,[],NL
Melanie_do,woman,25-34,Frankfurt-Germany,2010,114.0,149.0,6.0,3.0,7.0,18.0,75.0,46.0,[],DE
aleksandarkrc,,,,2019,62.0,191.0,6.0,1.0,3.0,9.0,44.0,137.0,[],
JuliaRodaBoats,woman,25-34,Schmallenberg-Germany,2012,64.0,22.0,4.0,2.0,2.0,5.0,6.0,9.0,[],DE
dianadT4166QN,,,,2019,,4.0,1.0,0.0,0.0,1.0,1.0,2.0,[],
rnldarl2016,man,,Old Bridge-New Jersey,2005,34.0,127.0,6.0,0.0,0.0,9.0,46.0,79.0,[],US
Hudsonrowe,,,United States,2019,5.0,7.0,3.0,0.0,0.0,0.0,1.0,6.0,[],US
peterrH5634XH,,,,2019,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,[],
_Z5421OU,,,Athens-Greece,2016,14.0,14.0,3.0,1.0,1.0,0.0,3.0,9.0,[],GR
sarahcK781SR,woman,50-64,Weston super Mare-United Kingdom,2016,97.0,259.0,6.0,0.0,3.0,4.0,18.0,238.0,[],GB
brg68mga,,50-64,Papamoa-New Zealand,2013,115.0,287.0,6.0,0.0,2.0,2.0,76.0,210.0,[],NZ
594gwenw,woman,50-64,Cincinnati-Ohio,2014,173.0,714.0,6.0,0.0,3.0,97.0,451.0,169.0,"['Like a Local', 'Backpacker', 'Thrifty Traveler']",US
jbwhitehouse,woman,,Dallas-Texas,2008,524.0,476.0,6.0,7.0,28.0,186.0,401.0,881.0,[],BR
613meganl,woman,50-64,Calgary-Canada,2008,143.0,120.0,6.0,1.0,1.0,10.0,27.0,85.0,[],CA
ttrachta,Man,,Plano-Texas,2014,446.0,240.0,6.0,2.0,8.0,58.0,144.0,28.0,[],US
Satsukiwong,,,Singapore-Singapore,2019,,3.0,2.0,0.0,0.0,0.0,2.0,1.0,[],SG
phillipp939,,,Cardiff-United Kingdom,2019,14.0,50.0,5.0,1.0,4.0,12.0,7.0,26.0,[],GB
harryzac,,,Oldham-United Kingdom,2011,66.0,182.0,6.0,7.0,22.0,24.0,25.0,108.0,[],GB
usseffb,,,Smithfield-Virginia,2010,62.0,179.0,6.0,1.0,5.0,15.0,59.0,102.0,[],US
alexisfrances,,,Barnet-United Kingdom,2014,7.0,25.0,4.0,3.0,0.0,4.0,1.0,17.0,[],GB
ChrisT240,man,35-49,Collingwood-Canada,2012,95.0,21.0,3.0,0.0,0.0,1.0,1.0,20.0,[],CA
HELEN2349,,,Netanya-Israel,2019,158.0,109.0,6.0,2.0,0.0,17.0,14.0,78.0,[],IL
PhilW542,man,50-64,Perth-Australia,2012,94.0,209.0,6.0,3.0,7.0,35.0,71.0,98.0,[],AU
lynnmano,,,Kuala Lumpur-Malaysia,2018,63.0,129.0,6.0,0.0,1.0,27.0,65.0,44.0,[],MY
ShatakshiG1,,,Noida-India,2012,14.0,11.0,4.0,0.0,0.0,0.0,4.0,7.0,[],IN
MIcheleJH1964,Woman,,Pawleys Island-South Carolina,2012,96.0,78.0,5.0,0.0,3.0,2.0,16.0,58.0,[],US
thamburajn,Man,,Pune District-India,2012,6.0,20.0,3.0,0.0,0.0,2.0,7.0,11.0,[],IN
katriin2016,Woman,,Estonia,2016,33.0,43.0,5.0,1.0,3.0,4.0,16.0,20.0,[],EE
nikolaosv474,,,Macclesfield-United Kingdom,2017,12.0,19.0,3.0,1.0,1.0,2.0,8.0,8.0,[],GB
Darren_C_Thomas,man,35-49,Brisbane-Australia,2007,278.0,258.0,6.0,0.0,1.0,13.0,82.0,163.0,"['Foodie', 'Like a Local', 'History Buff', 'Thrill Seeker']",AU
roure,woman,50-64,Girona-Spain,2010,147.0,237.0,6.0,0.0,0.0,13.0,76.0,152.0,[],ES
_dijanca,,,,2019,3.0,11.0,3.0,0.0,1.0,1.0,5.0,4.0,[],
MargieD300,,,York-Pennsylvania,2012,221.0,79.0,6.0,0.0,1.0,1.0,22.0,55.0,[],US
jeanbZ5376GY,Woman,,Austin-Texas,2015,9.0,23.0,4.0,0.0,0.0,1.0,13.0,11.0,[],US
lindseyj946,,,Maui-Hawaii,2019,14.0,34.0,4.0,1.0,0.0,2.0,7.0,27.0,[],US
TravelingTandP,,,,2019,,3.0,1.0,1.0,0.0,0.0,2.0,0.0,[],
Jester0479,,,Abu Dhabi-United Arab Emirates,2015,8.0,24.0,3.0,0.0,0.0,5.0,5.0,14.0,[],AE
588christophr,Man,,Niederglatt-Switzerland,2016,6.0,9.0,2.0,0.0,0.0,1.0,2.0,6.0,[],CH
justliketetris,woman,25-34,Wrexham-United Kingdom,2009,71.0,135.0,6.0,0.0,3.0,15.0,43.0,75.0,"['Art and Architecture Lover', 'Urban Explorer', 'History Buff', 'Nature Lover']",GB
txtfa001,,,Austin-Texas,2012,141.0,644.0,6.0,1.0,4.0,17.0,161.0,469.0,[],US
P6386DVgeorget,,,Athens-Greece,2018,7.0,22.0,4.0,0.0,1.0,1.0,1.0,20.0,[],GR
Softisue,,,,2012,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,[],
W6606IPrichardw,Man,,East Ham-United Kingdom,2015,5.0,10.0,3.0,0.0,1.0,1.0,2.0,6.0,[],GB
philip-konst,,,Athens-Greece,2018,4.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,[],GR
AnnB61994,,,,2019,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
patrickcA8582PX,man,50-64,Sint Maarten-St Martin / St Maarten,2014,81.0,206.0,6.0,7.0,31.0,94.0,58.0,24.0,[],
lawgoddess1960,,,New York City-New York,2016,38.0,125.0,6.0,4.0,11.0,13.0,30.0,67.0,"['Art and Architecture Lover', 'Foodie', 'Peace and Quiet Seeker', 'Luxury Traveler']",US
TravelPatience,,,Toronto-Canada,2015,35.0,65.0,5.0,1.0,8.0,8.0,17.0,31.0,[],CA
SHonovich,,,NJ,2013,22.0,62.0,5.0,1.0,1.0,12.0,23.0,25.0,[],US
chuckie88,man,25-34,Bristol-United Kingdom,2011,49.0,58.0,5.0,3.0,3.0,7.0,15.0,32.0,"['Foodie', 'Urban Explorer', 'Thrill Seeker', 'Peace and Quiet Seeker']",GB
nurseMNB,,,,2018,16.0,29.0,4.0,1.0,0.0,0.0,2.0,34.0,[],
AcikaPlu,,,Belgrade-Serbia,2015,3.0,10.0,3.0,0.0,0.0,0.0,7.0,4.0,[],RS
arathi0,Woman,,Bengaluru-India,2015,27.0,75.0,5.0,1.0,1.0,3.0,5.0,66.0,[],IN
john_smithen12,,,,2019,2.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,[],
ericrDIY,,,Austin-Texas,2019,16.0,33.0,5.0,0.0,2.0,8.0,9.0,35.0,[],US
V4654AUwilliamp,,,Atlanta-Georgia,2014,28.0,51.0,5.0,0.0,2.0,2.0,15.0,37.0,[],US
