username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
alinadobre,,,Bucharest-Romania,2010,124.0,38.0,4.0,0.0,1.0,3.0,3.0,32.0,[],RO
Sherpa21409,woman,35-49,Lindenwold-New Jersey,2003,379.0,10.0,3.0,0.0,0.0,0.0,1.0,9.0,[],US
brianhD8957WR,man,50-64,Newcastle upon Tyne-United Kingdom,2015,486.0,417.0,6.0,3.0,17.0,58.0,218.0,128.0,[],GB
lemon910,,,Calgary-Canada,2008,65.0,326.0,6.0,0.0,2.0,28.0,119.0,183.0,[],CA
ShawnG4,man,50-64,Dallas-Texas,2010,165.0,90.0,6.0,1.0,0.0,3.0,34.0,53.0,[],BR
LTgod,,,Panevezys-Lithuania,2018,7.0,33.0,4.0,3.0,5.0,11.0,4.0,12.0,[],LT
mcgotes,,,Dallas-Texas,2017,14.0,95.0,6.0,0.0,0.0,17.0,36.0,42.0,[],BR
1968azam,man,50-64,Dubai-United Arab Emirates,2014,226.0,154.0,6.0,0.0,5.0,8.0,44.0,100.0,[],AE
Jpmoves,,,Atlanta-Georgia,2015,15.0,30.0,4.0,0.0,1.0,1.0,18.0,10.0,[],US
mirceattl,,,Bucharest-Romania,2011,11.0,21.0,3.0,0.0,3.0,5.0,6.0,8.0,[],RO
rebeccak757,woman,18-24,Richmond-Virginia,2015,155.0,249.0,6.0,1.0,14.0,44.0,73.0,117.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'Thrill Seeker']",US
petersC620JU,,,Molendinar-Australia,2012,38.0,68.0,6.0,1.0,2.0,7.0,40.0,18.0,[],AU
129rrj,,,Krakow-Poland,2010,10.0,32.0,4.0,0.0,1.0,1.0,5.0,26.0,[],PL
tomekb994,,,Poznan-Poland,2017,6.0,16.0,3.0,0.0,0.0,4.0,3.0,9.0,[],PL
305owenr,man,50-64,Edinburgh-United Kingdom,2010,132.0,235.0,6.0,3.0,6.0,24.0,73.0,133.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",GB
jorgenern,,,,2013,6.0,9.0,3.0,0.0,0.0,1.0,3.0,5.0,[],
somebody_13,,,Bucharest-Romania,2012,42.0,27.0,4.0,0.0,0.0,2.0,13.0,15.0,[],RO
waynep2502,man,35-49,Downham Market-United Kingdom,2014,93.0,446.0,6.0,4.0,10.0,102.0,148.0,188.0,"['Foodie', 'Shopping Fanatic', 'Beach Goer', 'Luxury Traveler']",GB
Suewebb2014,,,St Leonards-on-Sea-United Kingdom,2012,18.0,34.0,5.0,1.0,0.0,2.0,6.0,25.0,[],
914georgeh,,,Thousand Oaks,2013,18.0,32.0,4.0,1.0,2.0,3.0,2.0,24.0,[],US
VictorianDavid,,,Newcastle upon Tyne-United Kingdom,2014,46.0,176.0,6.0,0.0,1.0,17.0,50.0,108.0,[],GB
O3542AVmarior,,,,2018,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
tyke3d,man,35-49,Wakefield-United Kingdom,2013,94.0,59.0,5.0,2.0,2.0,7.0,21.0,28.0,[],GB
dariat759,,,,2018,,4.0,2.0,0.0,0.0,1.0,2.0,1.0,[],
ttocsnodrog_2000,man,50-64,North Bonneville-Washington,2010,399.0,755.0,6.0,0.0,2.0,100.0,516.0,146.0,[],US
CarlMcN219,Man,,Sparta-New Jersey,2015,73.0,83.0,6.0,2.0,1.0,8.0,33.0,41.0,[],US
O6159WLstephanier,,,Jumeirah-United Arab Emirates,2016,8.0,15.0,3.0,3.0,1.0,2.0,0.0,10.0,[],AE
31lorim,,,Swindon-United Kingdom,2014,47.0,186.0,6.0,0.0,2.0,7.0,71.0,108.0,[],GB
Grannyhubbard,woman,50-64,Street-United Kingdom,2008,100.0,92.0,6.0,9.0,1.0,5.0,5.0,72.0,[],GB
hanaxx,woman,50-64,Portsmouth,2010,70.0,142.0,6.0,1.0,3.0,7.0,55.0,79.0,[],GB
kaeineurope,woman,25-34,kaeineurope,2009,9.0,11.0,3.0,0.0,1.0,2.0,2.0,6.0,[],
Mackthedan,,,,2010,65.0,125.0,6.0,2.0,1.0,15.0,50.0,58.0,[],
ErikaManchesterUK,woman,50-64,Holmfirth-United Kingdom,2009,57.0,143.0,6.0,1.0,2.0,4.0,29.0,109.0,[],GB
AussieSK,Man,,Canberra-Australia,2011,146.0,324.0,6.0,6.0,1.0,36.0,141.0,141.0,[],AU
833tatiana2014,woman,50-64,Romania,2009,28.0,28.0,4.0,0.0,0.0,3.0,3.0,22.0,[],RO
Hobson00,man,35-49,Paphos District-Cyprus,2011,43.0,129.0,6.0,3.0,7.0,30.0,59.0,38.0,[],CY
mattgarvey,,,Basingstoke-United Kingdom,2015,36.0,73.0,6.0,3.0,3.0,6.0,14.0,47.0,[],GB
ChristopheGoed,,,Gilly-Switzerland,2012,29.0,53.0,5.0,1.0,5.0,11.0,14.0,23.0,[],CH
hevax,Woman,,Egham-United Kingdom,2016,85.0,208.0,6.0,2.0,10.0,28.0,65.0,104.0,[],GB
tahiry719,,,,2018,17.0,52.0,5.0,0.0,2.0,3.0,10.0,39.0,[],
JrainmakerBH,,,Los Angeles-California,2018,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],US
clairej265,,,,2015,103.0,47.0,5.0,0.0,6.0,11.0,13.0,18.0,[],
lidguy,,,Israel,2008,572.0,290.0,6.0,2.0,4.0,47.0,109.0,129.0,[],IL
Patrickjeroen,,,London-United Kingdom,2018,2.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,[],GB
ruppar,,,London-United Kingdom,2015,20.0,47.0,4.0,0.0,2.0,3.0,29.0,14.0,[],GB
captdianne,,,Culver-Indiana,2016,35.0,64.0,5.0,1.0,4.0,12.0,17.0,36.0,[],US
sharkhunter1973,,,Dayton-Ohio,2009,180.0,36.0,4.0,1.0,0.0,3.0,1.0,32.0,[],US
X9311UIsarahb,,,London-United Kingdom,2016,826.0,176.0,6.0,0.0,1.0,12.0,82.0,89.0,[],GB
kschak,,,Singapore-Singapore,2011,232.0,252.0,6.0,1.0,4.0,33.0,121.0,93.0,[],SG
amysWI,,,Kaukauna-Wisconsin,2010,3.0,11.0,3.0,0.0,0.0,0.0,0.0,11.0,[],US
ezric2017,,,Tel Aviv-Israel,2017,6.0,9.0,3.0,0.0,0.0,0.0,2.0,8.0,[],IL
askok,Woman,,Rotterdam-The Netherlands,2009,131.0,271.0,6.0,0.0,2.0,18.0,136.0,124.0,"['Art and Architecture Lover', 'Nature Lover', 'Peace and Quiet Seeker', 'Backpacker']",NL
lovearuba111,,,Garrison-Maryland,2014,14.0,38.0,4.0,2.0,0.0,2.0,6.0,30.0,[],US
602libertadv,,,Toluca-Mexico,2018,83.0,201.0,6.0,26.0,3.0,13.0,1.0,159.0,[],MX
bumblebeegirl2015,woman,35-49,Oslo-Norway,2009,408.0,73.0,5.0,1.0,7.0,9.0,17.0,41.0,[],NO
wherelolawent,woman,35-49,Folkestone-United Kingdom,2007,247.0,555.0,6.0,1.0,13.0,54.0,161.0,327.0,[],GB
johni619,,,Brick-New Jersey,2013,6.0,13.0,3.0,1.0,0.0,0.0,2.0,10.0,[],US
mariosk89gr,,,London-United Kingdom,2014,18.0,66.0,5.0,0.0,0.0,6.0,21.0,39.0,[],GB
psouk,,,Rhodes Town-Greece,2014,26.0,38.0,4.0,0.0,1.0,5.0,3.0,29.0,"['Art and Architecture Lover', 'Urban Explorer', 'Shopping Fanatic', 'Nightlife Seeker']",
lwbob,woman,25-34,cambridge,2006,42.0,78.0,5.0,1.0,4.0,2.0,28.0,43.0,[],GB
jerry_kef,man,25-34,Piraeus-Greece,2016,65.0,65.0,5.0,0.0,6.0,6.0,18.0,36.0,[],GR
R5652YXlisae,,,Oslo-Norway,2017,6.0,16.0,3.0,0.0,0.0,0.0,3.0,15.0,[],NO
liampedro,,,Benfica-Portugal,2018,5.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,[],PT
keesvogelesang,Man,,Haarlem-The Netherlands,2003,110.0,52.0,5.0,0.0,1.0,6.0,30.0,15.0,[],NL
bristolpeople,woman,35-49,Bristol-United Kingdom,2011,21.0,46.0,4.0,0.0,0.0,13.0,18.0,14.0,[],GB
GingerExplorer88,,,,2013,76.0,11.0,3.0,1.0,0.0,1.0,3.0,8.0,[],
IANdianashville,man,25-34,Nashville-Tennessee,2014,7.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0,[],US
KGB777,Man,,Singapore-Singapore,2005,78.0,378.0,6.0,47.0,465.0,3.0,2.0,275.0,[],SG
luismpvaz,,,Osaka-Japan,2018,56.0,28.0,4.0,0.0,0.0,1.0,6.0,22.0,[],US
Teacher2014,woman,35-49,Kuwait,2013,136.0,474.0,6.0,2.0,3.0,33.0,175.0,267.0,[],KW
JehanS751,Man,,Singapore-Singapore,2013,107.0,10.0,3.0,1.0,0.0,0.0,3.0,6.0,[],SG
MWR8,Woman,,Beachwood-Ohio,2015,8.0,17.0,3.0,0.0,1.0,0.0,4.0,12.0,[],US
tammye693,,,,2018,2.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,[],
yankees3925,,,Marlboro-New Jersey,2012,6.0,22.0,3.0,0.0,0.0,1.0,6.0,15.0,[],US
NirI_81,,,Tel Aviv-Israel,2013,42.0,84.0,6.0,0.0,1.0,4.0,18.0,62.0,[],IL
AndyTFrance,Man,,Nantes-France,2014,18.0,48.0,5.0,0.0,2.0,2.0,18.0,26.0,[],FR
juddermann,man,35-49,County Durham-United Kingdom,2011,80.0,159.0,6.0,3.0,5.0,9.0,37.0,108.0,[],GB
508keesk,man,50-64,Gouda-The Netherlands,2012,151.0,139.0,6.0,0.0,2.0,30.0,83.0,40.0,[],NL
35EmmaS,,,Weymouth-England-United Kingdom,2012,17.0,26.0,4.0,0.0,0.0,0.0,11.0,17.0,[],GB
deamole,man,35-49,Nuevo-CA,2008,273.0,349.0,6.0,3.0,15.0,89.0,155.0,90.0,[],US
nepatravellers,,,Scranton-Pennsylvania,2010,12.0,41.0,4.0,0.0,0.0,0.0,3.0,39.0,[],US
cweems318,,,Amsterdam-The Netherlands,2009,5.0,17.0,3.0,0.0,0.0,0.0,8.0,9.0,[],NL
Goldbaer62,man,50-64,Milan-Italy,2010,294.0,140.0,6.0,1.0,5.0,20.0,42.0,72.0,[],IT
ottb2018,man,35-49,London-United Kingdom,2018,25.0,15.0,3.0,0.0,1.0,0.0,0.0,14.0,[],GB
U9433ZRlizb,,,Finchampstead-United Kingdom,2016,8.0,7.0,3.0,0.0,0.0,0.0,0.0,8.0,[],GB
Maytiwa,,,Bangkok-Thailand,2010,85.0,12.0,3.0,2.0,0.0,1.0,2.0,8.0,[],TH
jelmutiger,man,35-49,Shawnee-Kansas,2008,186.0,702.0,6.0,3.0,23.0,152.0,406.0,123.0,"['Foodie', 'Like a Local', 'Nature Lover', 'Beach Goer']",US
ToddandLisaH,,,Ankeny,2012,8.0,11.0,3.0,0.0,2.0,0.0,1.0,10.0,[],US
S7623WNteresaj,woman,35-49,Argyll and Bute-United Kingdom,2017,7.0,19.0,3.0,3.0,0.0,0.0,1.0,15.0,[],GB
868sabined,,,Liege-Belgium,2013,33.0,46.0,4.0,0.0,1.0,4.0,26.0,15.0,[],BE
1171fc,woman,35-49,Wales,2009,11.0,23.0,3.0,0.0,1.0,2.0,3.0,17.0,[],GB
409olgap,,,Brasov-Romania,2015,13.0,87.0,5.0,0.0,2.0,8.0,13.0,64.0,[],RO
JetlagJerry1,man,25-34,Warsaw-Poland,2015,92.0,46.0,5.0,1.0,1.0,7.0,8.0,32.0,[],PL
daviddJ2523MI,man,25-34,Copenhagen-Denmark,2014,125.0,18.0,3.0,0.0,0.0,2.0,8.0,9.0,[],DK
010Mandy010,Woman,,Dubai-United Arab Emirates,2015,20.0,127.0,6.0,4.0,2.0,5.0,14.0,103.0,[],AE
Soi_Traveler,,,Bahrain,2016,12.0,28.0,4.0,0.0,4.0,6.0,16.0,2.0,[],BH
496jackieh,woman,50-64,Ipswich-United Kingdom,2013,10.0,16.0,3.0,0.0,0.0,0.0,3.0,13.0,[],GB
1stTravellerChoice,,,West Sussex-United Kingdom,2012,20.0,52.0,5.0,2.0,4.0,9.0,9.0,28.0,[],GB
davidb1950Bristol,man,,Whitchurch-United Kingdom,2007,148.0,66.0,5.0,0.0,1.0,4.0,8.0,53.0,[],GB
L3265KLdeboraha,,,Telford-United Kingdom,2018,8.0,12.0,3.0,1.0,1.0,2.0,3.0,5.0,[],GB
MarionK333,Woman,,Lincoln-England-United Kingdom,2011,57.0,71.0,5.0,2.0,3.0,8.0,20.0,38.0,[],GB
Srampical,man,50-64,Macleod-Australia,2012,361.0,37.0,5.0,1.0,0.0,8.0,14.0,14.0,[],AU
ruthek85,woman,25-34,Pittsburgh-Pennsylvania,2012,309.0,194.0,6.0,0.0,0.0,3.0,25.0,166.0,[],US
1stPartyZan,,,Brno-Czech Republic,2018,9.0,12.0,3.0,0.0,0.0,0.0,0.0,12.0,[],CZ
KnobWren,woman,35-49,Champaign-Illinois,2011,22.0,30.0,4.0,0.0,0.0,6.0,10.0,15.0,[],US
assetb,man,35-49,Europe,2014,124.0,98.0,6.0,1.0,8.0,37.0,45.0,10.0,[],DE
rowanf412,woman,18-24,Newbridge-United Kingdom,2015,14.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0,[],GB
I6333UQstephend,Man,,Greece,2008,12.0,17.0,3.0,0.0,1.0,1.0,5.0,11.0,[],GR
Chhyyee,woman,25-34,Singapore-Singapore,2014,103.0,53.0,5.0,1.0,2.0,8.0,17.0,25.0,[],SG
X4002JNmelissah,,,,2017,5.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,[],
L4509ORmarks,,,New York City-New York,2014,151.0,56.0,5.0,0.0,3.0,11.0,6.0,39.0,[],US
BethlehemPaUSA,man,35-49,Bethlehem-Pennsylvania,2010,388.0,151.0,6.0,37.0,41.0,113.0,236.0,731.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",US
Abears,woman,18-24,Destin-Florida,2011,9.0,26.0,5.0,1.0,0.0,2.0,2.0,22.0,[],US
lox95,man,25-34,Cambridge-United Kingdom,2009,34.0,20.0,4.0,2.0,2.0,0.0,4.0,12.0,[],GB
busymano76,,,,2015,28.0,41.0,5.0,0.0,0.0,0.0,15.0,26.0,[],
alinahopartean,,,County Dublin-Ireland,2018,7.0,8.0,3.0,0.0,0.0,0.0,0.0,8.0,[],IE
deniseaddona,Woman,,Cranford-New Jersey,2016,56.0,34.0,5.0,0.0,0.0,3.0,7.0,26.0,[],US
corjanp,,,,2007,36.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,[],
vickyc26289,,,Ashford-United Kingdom,2012,36.0,14.0,3.0,1.0,1.0,0.0,2.0,10.0,[],GB
rsoldcarbuff,,,Toronto-Canada,2017,19.0,55.0,5.0,1.0,4.0,9.0,14.0,28.0,[],CA
Priyanka2018,,,,2017,7.0,11.0,3.0,0.0,0.0,1.0,2.0,8.0,[],
24brianm,,,Melbourne-Australia,2013,27.0,39.0,4.0,0.0,0.0,4.0,14.0,21.0,[],AU
phoebekatyf,woman,18-24,Western Australia-Australia,2018,,2.0,,,,,,,[],AU
lauradN1208XH,Woman,,Bournemouth-United Kingdom,2015,4.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,[],GB
miqueliss,woman,18-24,Gravesend-United Kingdom,2018,16.0,34.0,4.0,1.0,5.0,3.0,15.0,10.0,[],GB
petam553,,,,2016,4.0,7.0,2.0,1.0,0.0,1.0,1.0,4.0,[],
_sweet_nestty,,,Muscat-Oman,2015,12.0,22.0,4.0,0.0,0.0,0.0,6.0,16.0,[],OM
702sagir,,,Hadera-Israel,2017,27.0,43.0,5.0,1.0,6.0,4.0,16.0,21.0,[],IL
justjoy98,Woman,,Warner Robins-Georgia,2014,9.0,15.0,3.0,0.0,1.0,0.0,0.0,16.0,[],US
giorgioslucas,man,18-24,Rome-Italy,2016,12.0,30.0,4.0,6.0,4.0,3.0,1.0,16.0,[],IT
asif041,man,25-34,Faisalabad-Pakistan,2013,63.0,267.0,6.0,1.0,6.0,28.0,193.0,39.0,"['Nightlife Seeker', 'Nature Lover', 'Eco-tourist']",PK
papaki70,,,Athens-Greece,2013,11.0,12.0,3.0,0.0,1.0,1.0,4.0,8.0,[],GR
Tcej111,man,35-49,London-United Kingdom,2011,98.0,168.0,6.0,7.0,8.0,7.0,20.0,129.0,[],GB
Dewaldv42,Man,,South Africa,2015,31.0,47.0,5.0,3.0,0.0,8.0,15.0,21.0,[],ZA
PaulH598,man,50-64,Garstang-United Kingdom,2012,630.0,717.0,6.0,0.0,2.0,54.0,256.0,406.0,"['Foodie', 'Like a Local', 'Thrill Seeker', 'Nature Lover']",GB
ntemilion,,,Athens-Greece,2015,31.0,26.0,4.0,0.0,0.0,0.0,5.0,21.0,[],GR
Andriani_11,Woman,,Brisbane-Australia,2011,10.0,32.0,4.0,0.0,0.0,4.0,8.0,21.0,[],AU
DerHejel,man,25-34,Galway-Ireland,2015,24.0,22.0,4.0,0.0,2.0,2.0,6.0,15.0,[],IE
GinaK1000,,,,2013,32.0,67.0,5.0,0.0,0.0,0.0,1.0,66.0,[],
TravellerAmbler,,,Chicago-Illinois,2011,35.0,71.0,5.0,10.0,13.0,4.0,9.0,37.0,[],US
Tracybabe70,woman,35-49,Nottingham-United Kingdom,2012,35.0,67.0,5.0,0.0,3.0,20.0,37.0,9.0,[],GB
ChuckB230,man,50-64,Beijing-China,2012,74.0,28.0,4.0,0.0,0.0,2.0,4.0,23.0,[],CN
onemansmind,,,Thunder Bay-Canada,2012,11.0,35.0,4.0,0.0,3.0,6.0,14.0,13.0,[],CA
kasiak651,Woman,,Poznan-Poland,2015,50.0,28.0,4.0,0.0,0.0,3.0,11.0,14.0,[],PL
PeterOhA,,35-49,Dundalk-Ireland,2008,270.0,311.0,6.0,4.0,11.0,81.0,139.0,77.0,[],IE
kikit813,woman,18-24,Thessaloniki-Greece,2010,50.0,18.0,3.0,1.0,3.0,1.0,2.0,11.0,"['Art and Architecture Lover', 'Urban Explorer', 'Beach Goer']",GR
162luisal,Woman,,Brasilia-DF,2015,10.0,13.0,3.0,0.0,2.0,0.0,4.0,7.0,[],BR
O4237XHrobertk,,,,2017,7.0,9.0,2.0,1.0,0.0,0.0,2.0,6.0,[],
JAWES162,woman,35-49,Bourne-United Kingdom,2014,15.0,38.0,5.0,0.0,0.0,5.0,9.0,24.0,[],GB
MottiP9,,,Tel Aviv-Israel,2016,14.0,56.0,5.0,0.0,1.0,3.0,12.0,42.0,[],IL
xewpas,,,Ekali-Greece,2017,13.0,17.0,3.0,0.0,0.0,0.0,7.0,10.0,[],GR
B8YOU,man,35-49,Glasgow-United Kingdom,2006,172.0,135.0,6.0,2.0,3.0,4.0,28.0,99.0,[],GB
rachelwO2674AS,,,Jerusalem-Israel,2017,6.0,8.0,3.0,0.0,0.0,0.0,1.0,7.0,[],IL
NicolasDales,Man,,Athens-Greece,2012,150.0,13.0,3.0,0.0,0.0,0.0,0.0,13.0,[],GR
AngieKrk,,,Athens-Greece,2013,16.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,[],GR
NikosK567,,,Vouliagmeni-Greece,2011,22.0,24.0,3.0,0.0,2.0,2.0,4.0,16.0,[],GR
987kevins,,,Huntington Beach-California,2013,17.0,40.0,4.0,0.0,2.0,3.0,15.0,20.0,[],US
taratata90,,,Houston-Texas,2015,5.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,[],US
634benjamino,man,25-34,London-United Kingdom,2013,68.0,36.0,4.0,0.0,0.0,3.0,8.0,25.0,[],GB
A1323DLanneb,,,,2018,13.0,34.0,5.0,1.0,4.0,9.0,6.0,14.0,[],
leeedmundson,,,Philadelphia-Pennsylvania,2008,16.0,61.0,5.0,0.0,0.0,3.0,28.0,30.0,[],US
willis_w,man,25-34,Humble-Texas,2010,45.0,66.0,5.0,0.0,1.0,4.0,17.0,44.0,[],US
fredbJ7282KZ,Man,,Montreal-Canada,2012,385.0,351.0,6.0,0.0,3.0,16.0,105.0,227.0,[],CA
GiorgosP480,,,,2012,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
22naveenc,,,Mohali District-India,2013,3.0,2.0,1.0,,,,,,[],
Asmtlmd,,,,2013,2.0,2.0,,,,,,,[],
josieist,woman,25-34,Sweden,2012,27.0,173.0,6.0,2.0,11.0,32.0,65.0,64.0,[],SE
1000milesaway,woman,35-49,West Jordan-Utah,2008,127.0,83.0,6.0,0.0,0.0,13.0,26.0,49.0,[],US
Bowmanator22,man,25-34,Charlotte-North Carolina,2014,748.0,605.0,6.0,2.0,12.0,81.0,522.0,990.0,"['Foodie', 'Like a Local', 'History Buff', 'Nature Lover']",US
whitesettlerbrummie,man,50-64,Kilmarnock-United Kingdom,2010,843.0,93.0,5.0,3.0,7.0,26.0,42.0,14.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",GB
Montparnasse71,man,50-64,Paris-France,2008,57.0,119.0,6.0,1.0,0.0,3.0,28.0,91.0,[],FR
bukson1502,,,Petah Tiqwa-Israel,2010,28.0,76.0,5.0,2.0,1.0,5.0,13.0,57.0,[],IL
A6572GValexb,,,,2016,13.0,63.0,5.0,6.0,3.0,15.0,11.0,31.0,[],
CecyPeres,,,Sorocaba-SP,2010,90.0,80.0,5.0,4.0,2.0,6.0,12.0,56.0,[],BR
BikerScribe,,,Gosport-United Kingdom,2015,16.0,27.0,4.0,1.0,0.0,3.0,7.0,17.0,[],GB
DoktorB69,man,50-64,Zurich-Switzerland,2006,132.0,99.0,6.0,3.0,6.0,25.0,47.0,19.0,[],CH
Discerning-WildRover,,,London-United Kingdom,2014,7.0,15.0,3.0,1.0,0.0,0.0,0.0,14.0,[],GB
TravellinkWorld,man,35-49,Helsinki-Finland,2017,21.0,94.0,6.0,0.0,4.0,28.0,57.0,6.0,[],FI
Q5775LDrobertk,man,35-49,London-United Kingdom,2018,3.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,[],GB
Melissa204,,,Lausanne-Switzerland,2017,52.0,43.0,5.0,1.0,1.0,2.0,12.0,27.0,[],CH
garyd185,,,"Goleta,CA",2006,2.0,7.0,2.0,0.0,0.0,2.0,0.0,5.0,[],US
963geraldinej,woman,35-49,Hawkhurst-England-United Kingdom,2014,27.0,93.0,6.0,8.0,6.0,20.0,35.0,25.0,[],GB
oliverap2014,,,,2013,10.0,18.0,3.0,2.0,0.0,2.0,5.0,9.0,[],
Glimbs,man,35-49,Singapore-Singapore,2012,47.0,113.0,6.0,1.0,2.0,25.0,51.0,34.0,[],SG
carlosjr2014,,,,2013,17.0,29.0,4.0,2.0,2.0,1.0,0.0,26.0,[],
969brandonp,,,Klamath Falls-Oregon,2016,4.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,[],US
jfadds,man,,chicago,2008,215.0,547.0,6.0,3.0,15.0,233.0,746.0,553.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",US
Alex_London_71,Man,,London-United Kingdom,2013,210.0,37.0,4.0,3.0,2.0,1.0,7.0,24.0,"['Foodie', 'Nightlife Seeker', 'Family Vacationer']",GB
H2908PCmaryc,Woman,,Kingman-Arizona,2014,2.0,8.0,2.0,0.0,0.0,0.0,3.0,5.0,[],US
J228BHluciar,,,,2016,3.0,9.0,3.0,1.0,0.0,1.0,2.0,5.0,[],
hunnybunx,woman,35-49,Singapore,2007,200.0,232.0,6.0,2.0,3.0,22.0,160.0,46.0,[],SG
laurakman,Woman,,Tellico Plains-Tennessee,2014,33.0,72.0,5.0,0.0,0.0,10.0,33.0,31.0,[],US
alinutzat,,,Bucharest-Romania,2016,14.0,22.0,4.0,1.0,1.0,1.0,10.0,9.0,[],RO
Tesswhitty,woman,35-49,Park City; UT,2008,89.0,7.0,2.0,1.0,1.0,0.0,0.0,5.0,[],US
MSUJohnsons2014,,,Ann Arbor-Michigan,2018,10.0,15.0,3.0,0.0,0.0,0.0,0.0,15.0,[],US
upuso,Man,,Athens-Greece,2015,22.0,44.0,4.0,3.0,3.0,5.0,6.0,27.0,[],GR
38mahas,Woman,,Cairo-Egypt,2014,4.0,20.0,4.0,0.0,1.0,3.0,5.0,11.0,[],EG
anothergoodone,,,Yorkshire,2007,24.0,35.0,4.0,1.0,0.0,1.0,13.0,20.0,[],US
Nik_T1K,woman,25-34,Athens-Greece,2014,90.0,121.0,6.0,1.0,2.0,4.0,29.0,85.0,[],GR
T710KNwilliamp,,,,2014,2.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,[],
DinaT426,,,Athens-Greece,2013,2.0,2.0,,,,,,,[],GR
NataliaNed,woman,25-34,Sydney-Australia,2018,3.0,7.0,2.0,0.0,0.0,0.0,3.0,4.0,[],AU
mahorlu,,,Copenhagen-Denmark,2016,5.0,9.0,3.0,0.0,0.0,0.0,4.0,6.0,[],DK
blacknikie,Woman,,Kent-United Kingdom,2014,13.0,114.0,6.0,0.0,1.0,21.0,33.0,60.0,[],GB
lockport2018,,,Buffalo-New York,2018,,4.0,1.0,0.0,0.0,0.0,1.0,3.0,[],US
ElenaP2205,woman,35-49,Romania,2012,125.0,626.0,6.0,60.0,124.0,374.0,566.0,570.0,"['Art and Architecture Lover', 'Vegetarian', 'Foodie', 'Urban Explorer']",RO
sharo13,,,Danbury-Connecticut,2011,57.0,129.0,6.0,1.0,2.0,10.0,40.0,78.0,[],US
928kostasl,,,,2018,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
Gregson75,man,35-49,Geneva-Switzerland,2012,45.0,74.0,5.0,2.0,3.0,5.0,48.0,17.0,[],CH
laurenbbbbbb,,,Leicester-United Kingdom,2017,7.0,30.0,4.0,0.0,3.0,5.0,12.0,10.0,[],GB
susanmaicooper,,,Burntwood-United Kingdom,2016,11.0,23.0,4.0,0.0,0.0,1.0,5.0,17.0,[],GB
852michaelh,,,,2012,7.0,8.0,2.0,0.0,0.0,2.0,1.0,5.0,[],
CP3210,,,Enschede-The Netherlands,2017,60.0,25.0,4.0,0.0,1.0,2.0,15.0,7.0,[],NL
Kommandousen,man,50-64,Copenhagen-Denmark,2009,317.0,135.0,6.0,4.0,1.0,7.0,43.0,81.0,[],DK
ArzuS,woman,50-64,Istanbul-Turkey,2006,113.0,108.0,6.0,0.0,3.0,6.0,50.0,53.0,[],TR
Harry_thess1,,,Thessaloniki-Greece,2014,13.0,34.0,4.0,5.0,1.0,1.0,9.0,19.0,[],GR
544carmenu,,,,2014,198.0,342.0,6.0,4.0,5.0,29.0,200.0,106.0,['Family Vacationer'],
donnaf984,,,Seattle-Washington,2016,17.0,26.0,4.0,1.0,0.0,2.0,6.0,17.0,[],US
kirstenw235,,,Bad Homburg-Germany,2015,4.0,6.0,2.0,0.0,0.0,0.0,1.0,5.0,[],DE
Thanga,man,35-49,Sutton-United Kingdom,2007,15.0,19.0,3.0,0.0,0.0,3.0,10.0,6.0,[],GB
W5976EOandrewg,,,Haifa-Israel,2013,161.0,178.0,6.0,4.0,3.0,9.0,50.0,112.0,[],IL
Anita09_M,,,Amsterdam-The Netherlands,2016,42.0,107.0,6.0,2.0,1.0,4.0,22.0,79.0,[],NL
JoanneJ644,,,Reading-England-United Kingdom,2012,42.0,85.0,6.0,0.0,0.0,3.0,16.0,67.0,[],GB
CC1964,,,Paris-France,2008,53.0,150.0,6.0,0.0,6.0,10.0,31.0,104.0,[],FR
sampW5374CR,,,,2018,,6.0,2.0,0.0,0.0,0.0,1.0,5.0,[],
axdaxdaxd,,,Denver-Colorado,2016,65.0,86.0,5.0,1.0,0.0,13.0,31.0,42.0,[],US
